[debug] > Exec(;set _root_.scala.collection.Seq(historyPath := None,shellPrompt := { _ => "" },SettingKey[_root_.scala.Option[_root_.sbt.File]]("sbtStructureOutputFile") in _root_.sbt.Global := _root_.scala.Some(_root_.sbt.file("/private/var/folders/mc/2rm7cxf95h523rz12gy24mwh0000gn/T/sbt-structure.xml")),SettingKey[_root_.java.lang.String]("sbtStructureOptions") in _root_.sbt.Global := "download, resolveSourceClassifiers");apply -cp "/Users/bala/Library/Application Support/JetBrains/IdeaIC2024.2/plugins/Scala/repo/org/jetbrains/scala/sbt-structure-extractor_2.12_1.3/2024.2.2/sbt-structure-extractor-2024.2.2.jar" "org.jetbrains.sbt.CreateTasks" "sbt.jetbrains.LogDownloadArtifacts";preferScala2;*/*:dumpStructure, Some(fb9ca9c6-0dd2-4438-8835-632396362d2d), Some(CommandSource(console0)))
[debug] > Exec(set _root_.scala.collection.Seq(historyPath := None,shellPrompt := { _ => "" },SettingKey[_root_.scala.Option[_root_.sbt.File]]("sbtStructureOutputFile") in _root_.sbt.Global := _root_.scala.Some(_root_.sbt.file("/private/var/folders/mc/2rm7cxf95h523rz12gy24mwh0000gn/T/sbt-structure.xml")),SettingKey[_root_.java.lang.String]("sbtStructureOptions") in _root_.sbt.Global := "download, resolveSourceClassifiers"), None, Some(CommandSource(console0)))
[info] Defining Global / sbtStructureOptions, Global / sbtStructureOutputFile and 1 others.
[info] The new values will be used by cleanKeepGlobs
[info] 	Run `last` for details.
[debug] Defining 
[debug] 	Global / sbtStructureOptions
[debug] 	Global / sbtStructureOutputFile
[debug] 	history
[debug] 	shellPrompt
[debug] 
[debug] The new values will be used by 
[debug] 	cleanKeepGlobs
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-mima_2.12_1.0/0.7.7/sbt-typelevel-mima_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-ci-signing_2.12_1.0/0.7.7/sbt-typelevel-ci-signing_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-ci-signing_2.12_1.0/0.7.7/sbt-typelevel-ci-signing_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-github_2.12_1.0/0.7.7/sbt-typelevel-github_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-github_2.12_1.0/0.7.7/sbt-typelevel-github_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-mima_2.12_1.0/0.7.7/sbt-typelevel-mima_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-no-publish_2.12_1.0/0.7.7/sbt-typelevel-no-publish_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype-ci-release_2.12_1.0/0.7.7/sbt-typelevel-sonatype-ci-release_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-ci_2.12_1.0/0.7.7/sbt-typelevel-ci_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-versioning_2.12_1.0/0.7.7/sbt-typelevel-versioning_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/com/github/sbt/sbt-git_2.12_1.0/2.1.0/sbt-git_2.12_1.0-2.1.0.pom
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-kernel_2.12_1.0/0.7.7/sbt-typelevel-kernel_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/sbt-scalajs_2.12_1.0/1.13.2/sbt-scalajs_2.12_1.0-1.13.2.pom
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-github-actions_2.12_1.0/0.7.7/sbt-typelevel-github-actions_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype_2.12_1.0/0.7.7/sbt-typelevel-sonatype_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg_2.12_1.0-0.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/sbt-scalajs_2.12_1.0/1.13.2/sbt-scalajs_2.12_1.0-1.13.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-kernel_2.12_1.0/0.7.7/sbt-typelevel-kernel_2.12_1.0-0.7.7.pom
[info] downloading https://repo1.maven.org/maven2/com/typesafe/sbt-mima-plugin_2.12_1.0/1.1.4/sbt-mima-plugin_2.12_1.0-1.1.4.pom
[info] downloaded https://repo1.maven.org/maven2/com/github/sbt/sbt-git_2.12_1.0/2.1.0/sbt-git_2.12_1.0-2.1.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype_2.12_1.0/0.7.7/sbt-typelevel-sonatype_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg_2.12_1.0-0.2.1.pom
[info] downloading https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg_2.12_1.0-0.2.1.pom.sha1
[info] downloaded https://repo1.maven.org/maven2/com/typesafe/sbt-mima-plugin_2.12_1.0/1.1.4/sbt-mima-plugin_2.12_1.0-1.1.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-github-actions_2.12_1.0/0.7.7/sbt-typelevel-github-actions_2.12_1.0-0.7.7.pom
[info] downloaded https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg_2.12_1.0-0.2.1.pom.sha1
[info] downloading https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg-0.2.1.pom
[info] downloaded https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg-0.2.1.pom
[info] downloading https://repo1.maven.org/maven2/com/typesafe/mima-core_2.12/1.1.4/mima-core_2.12-1.1.4.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-linker-interface_2.12/1.13.2/scalajs-linker-interface_2.12-1.13.2.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-js-envs_2.12/1.4.0/scalajs-js-envs_2.12-1.4.0.pom
[info] downloading https://repo1.maven.org/maven2/org/yaml/snakeyaml/1.33/snakeyaml-1.33.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-sbt-test-adapter_2.12/1.13.2/scalajs-sbt-test-adapter_2.12-1.13.2.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-env-nodejs_2.12/1.4.0/scalajs-env-nodejs_2.12-1.4.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-sbt-test-adapter_2.12/1.13.2/scalajs-sbt-test-adapter_2.12-1.13.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-env-nodejs_2.12/1.4.0/scalajs-env-nodejs_2.12-1.4.0.pom
[info] downloading https://repo1.maven.org/maven2/com/michaelpollmeier/versionsort/1.0.11/versionsort-1.0.11.pom
[info] downloaded https://repo1.maven.org/maven2/com/typesafe/mima-core_2.12/1.1.4/mima-core_2.12-1.1.4.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-js-envs_2.12/1.4.0/scalajs-js-envs_2.12-1.4.0.pom
[info] downloading https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc_2.12_1.0-0.5.0.pom
[info] downloading https://repo1.maven.org/maven2/org/portable-scala/sbt-platform-deps_2.12_1.0/1.0.2/sbt-platform-deps_2.12_1.0-1.0.2.pom
[info] downloading https://repo1.maven.org/maven2/org/xerial/sbt/sbt-sonatype_2.12_1.0/3.12.2/sbt-sonatype_2.12_1.0-3.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/yaml/snakeyaml/1.33/snakeyaml-1.33.pom
[info] downloaded https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc_2.12_1.0-0.5.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/portable-scala/sbt-platform-deps_2.12_1.0/1.0.2/sbt-platform-deps_2.12_1.0-1.0.2.pom
[info] downloaded https://repo1.maven.org/maven2/com/michaelpollmeier/versionsort/1.0.11/versionsort-1.0.11.pom
[info] downloading https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc_2.12_1.0-0.5.0.pom.sha1
[info] downloaded https://repo1.maven.org/maven2/org/xerial/sbt/sbt-sonatype_2.12_1.0/3.12.2/sbt-sonatype_2.12_1.0-3.12.2.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-linker-interface_2.12/1.13.2/scalajs-linker-interface_2.12-1.13.2.pom
[info] downloaded https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc_2.12_1.0-0.5.0.pom.sha1
[info] downloading https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc-0.5.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/github/sbt/sbt-unidoc_2.12_1.0/0.5.0/sbt-unidoc-0.5.0.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-http_2.12/24.9.3/airframe-http_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-logging_2.12/1.1.1/scalajs-logging_2.12-1.1.1.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/slf4j-backend_2.12/4.0.0-M16/slf4j-backend_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/upickle_2.12/4.0.0-M16/upickle_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-ir_2.12/1.13.2/scalajs-ir_2.12-1.13.2.pom
[info] downloading https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-sttp-core_2.12/0.3.0/sonatype-central-client-sttp-core_2.12-0.3.0.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-logging_2.12/1.1.1/scalajs-logging_2.12-1.1.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-sttp-core_2.12/0.3.0/sonatype-central-client-sttp-core_2.12-0.3.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/slf4j-backend_2.12/4.0.0-M16/slf4j-backend_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/com/google/jimfs/jimfs/1.1/jimfs-1.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-http_2.12/24.9.3/airframe-http_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-ir_2.12/1.13.2/scalajs-ir_2.12-1.13.2.pom
[info] downloading https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-upickle_2.12/0.3.0/sonatype-central-client-upickle_2.12-0.3.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/google/jimfs/jimfs/1.1/jimfs-1.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-upickle_2.12/0.3.0/sonatype-central-client-upickle_2.12-0.3.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/upickle_2.12/4.0.0-M16/upickle_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/com/google/jimfs/jimfs-parent/1.1/jimfs-parent-1.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/google/jimfs/jimfs-parent/1.1/jimfs-parent-1.1.pom
[info] downloading https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-core_2.12/0.3.0/sonatype-central-client-core_2.12-0.3.0.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-surface_2.12/24.9.3/airframe-surface_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-rx_2.12/24.9.3/airframe-rx_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe_2.12/24.9.3/airframe_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-codec_2.12/24.9.3/airframe-codec_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-control_2.12/24.9.3/airframe-control_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-surface_2.12/24.9.3/airframe-surface_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-rx_2.12/24.9.3/airframe-rx_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-control_2.12/24.9.3/airframe-control_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-codec_2.12/24.9.3/airframe-codec_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe_2.12/24.9.3/airframe_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/core_2.12/4.0.0-M16/core_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/json-common_2.12/4.0.0-M16/json-common_2.12-4.0.0-M16.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-json_2.12/24.9.3/airframe-json_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/upickle_2.12/3.3.1/upickle_2.12-3.3.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/core_2.12/4.0.0-M16/core_2.12-4.0.0-M16.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/json-common_2.12/4.0.0-M16/json-common_2.12-4.0.0-M16.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-json_2.12/24.9.3/airframe-json_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/upickle_2.12/3.3.1/upickle_2.12-3.3.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-core_2.12/0.3.0/sonatype-central-client-core_2.12-0.3.0.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/core_2.12/1.3.19/core_2.12-1.3.19.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-di-macros_2.12/24.9.3/airframe-di-macros_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/upickle-implicits_2.12/3.3.1/upickle-implicits_2.12-3.3.1.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/ujson_2.12/3.3.1/ujson_2.12-3.3.1.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-ulid_2.12/24.9.3/airframe-ulid_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-metrics_2.12/24.9.3/airframe-metrics_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-ulid_2.12/24.9.3/airframe-ulid_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/ujson_2.12/3.3.1/ujson_2.12-3.3.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/upickle-implicits_2.12/3.3.1/upickle-implicits_2.12-3.3.1.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/core_2.12/1.3.19/core_2.12-1.3.19.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-di-macros_2.12/24.9.3/airframe-di-macros_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/ws_2.12/1.3.19/ws_2.12-1.3.19.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/upack_2.12/3.3.1/upack_2.12-3.3.1.pom
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/model/core_2.12/1.7.10/core_2.12-1.7.10.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-log_2.12/24.9.3/airframe-log_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-msgpack_2.12/24.9.3/airframe-msgpack_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/model/core_2.12/1.7.10/core_2.12-1.7.10.pom
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/ws_2.12/1.3.19/ws_2.12-1.3.19.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-log_2.12/24.9.3/airframe-log_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/upack_2.12/3.3.1/upack_2.12-3.3.1.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-msgpack_2.12/24.9.3/airframe-msgpack_2.12-24.9.3.pom
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-metrics_2.12/24.9.3/airframe-metrics_2.12-24.9.3.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/upickle-core_2.12/3.3.1/upickle-core_2.12-3.3.1.pom
[info] downloading https://repo1.maven.org/maven2/org/msgpack/msgpack-core/0.9.8/msgpack-core-0.9.8.pom
[info] downloaded https://repo1.maven.org/maven2/org/msgpack/msgpack-core/0.9.8/msgpack-core-0.9.8.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/upickle-core_2.12/3.3.1/upickle-core_2.12-3.3.1.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/geny_2.12/1.1.0/geny_2.12-1.1.0.pom
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/geny_2.12/1.1.0/geny_2.12-1.1.0.pom
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/upack_2.12/3.3.1/upack_2.12-3.3.1.jar
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-http_2.12/24.9.3/airframe-http_2.12-24.9.3.jar
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-json_2.12/24.9.3/airframe-json_2.12-24.9.3.jar
[info] downloading https://repo1.maven.org/maven2/com/lihaoyi/geny_2.12/1.1.0/geny_2.12-1.1.0.jar
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-ulid_2.12/24.9.3/airframe-ulid_2.12-24.9.3.jar
[info] downloading https://repo1.maven.org/maven2/com/michaelpollmeier/versionsort/1.0.11/versionsort-1.0.11.jar
[info] downloaded https://repo1.maven.org/maven2/com/michaelpollmeier/versionsort/1.0.11/versionsort-1.0.11.jar
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/core_2.12/1.3.19/core_2.12-1.3.19.jar
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-ulid_2.12/24.9.3/airframe-ulid_2.12-24.9.3.jar
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-sbt-test-adapter_2.12/1.13.2/scalajs-sbt-test-adapter_2.12-1.13.2.jar
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/geny_2.12/1.1.0/geny_2.12-1.1.0.jar
[info] downloading https://repo1.maven.org/maven2/org/scala-js/scalajs-ir_2.12/1.13.2/scalajs-ir_2.12-1.13.2.jar
[info] downloaded https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-json_2.12/24.9.3/airframe-json_2.12-24.9.3.jar
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-mima_2.12_1.0/0.7.7/sbt-typelevel-mima_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/com/lihaoyi/upack_2.12/3.3.1/upack_2.12-3.3.1.jar
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype-ci-release_2.12_1.0/0.7.7/sbt-typelevel-sonatype-ci-release_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/shared/core_2.12/1.3.19/core_2.12-1.3.19.jar
[info] downloading https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg-0.2.1.jar
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-mima_2.12_1.0/0.7.7/sbt-typelevel-mima_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype-ci-release_2.12_1.0/0.7.7/sbt-typelevel-sonatype-ci-release_2.12_1.0-0.7.7.jar
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype_2.12_1.0/0.7.7/sbt-typelevel-sonatype_2.12_1.0-0.7.7.jar
[info] downloading https://repo1.maven.org/maven2/com/github/sbt/sbt-git_2.12_1.0/2.1.0/sbt-git_2.12_1.0-2.1.0.jar
[info] downloaded https://repo1.maven.org/maven2/io/crashbox/sbt-gpg_2.12_1.0/0.2.1/sbt-gpg-0.2.1.jar
[info] downloading https://repo1.maven.org/maven2/org/wvlet/airframe/airframe-codec_2.12/24.9.3/airframe-codec_2.12-24.9.3.jar
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-sbt-test-adapter_2.12/1.13.2/scalajs-sbt-test-adapter_2.12-1.13.2.jar
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-ci_2.12_1.0/0.7.7/sbt-typelevel-ci_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-sonatype_2.12_1.0/0.7.7/sbt-typelevel-sonatype_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/com/github/sbt/sbt-git_2.12_1.0/2.1.0/sbt-git_2.12_1.0-2.1.0.jar
[info] downloading https://repo1.maven.org/maven2/com/lumidion/sonatype-central-client-core_2.12/0.3.0/sonatype-central-client-core_2.12-0.3.0.jar
[info] downloading https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/upickle_2.12/4.0.0-M16/upickle_2.12-4.0.0-M16.jar
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-ci_2.12_1.0/0.7.7/sbt-typelevel-ci_2.12_1.0-0.7.7.jar
[info] downloading https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-no-publish_2.12_1.0/0.7.7/sbt-typelevel-no-publish_2.12_1.0-0.7.7.jar
[info] downloaded https://repo1.maven.org/maven2/org/scala-js/scalajs-ir_2.12/1.13.2/scalajs-ir_2.12-1.13.2.jar
[info] downloaded https://repo1.maven.org/maven2/com/softwaremill/sttp/client4/upickle_2.12/4.0.0-M16/upickle_2.12-4.0.0-M16.jar
[info] downloaded https://repo1.maven.org/maven2/org/typelevel/sbt-typelevel-no-publish_2.12_1.0/0.7.7/sbt-typelevel-no-publish_2.12_1.0-0.7.7.jar
